epoch,step,loss,lr
1,1,15.157463073730469,0.0003
1,2,8.073668479919434,0.0003
1,3,14.25605297088623,0.0003
1,4,8.057870864868164,0.0003
1,5,20.76881980895996,0.0003
1,6,12.612903594970703,0.0003
1,7,23.351987838745117,0.0003
1,8,26.400272369384766,0.0003
1,9,8.300302505493164,0.0003
1,10,9.971055030822754,0.0003
1,11,8.100140571594238,0.0003
1,12,7.8862433433532715,0.0003
1,13,7.797750473022461,0.0003
1,14,95.97319793701172,0.0003
1,15,9.811347961425781,0.0003
1,16,29.024080276489258,0.0003
1,17,22.869014739990234,0.0003
1,18,12.662192344665527,0.0003
1,19,9.014284133911133,0.0003
1,20,12.85173225402832,0.0003
1,21,9.827754974365234,0.0003
1,22,6.676526069641113,0.0003
1,23,6.886309623718262,0.0003
1,24,8.678065299987793,0.0003
1,25,5.325234889984131,0.0003
1,26,6.645626544952393,0.0003
1,27,10.137481689453125,0.0003
1,28,7.2262091636657715,0.0003
1,29,5.426740646362305,0.0003
1,30,3.889528274536133,0.0003
1,31,6.035261154174805,0.0003
1,32,6.509760856628418,0.0003
1,33,7.401600360870361,0.0003
1,34,7.00213623046875,0.0003
1,35,7.128862380981445,0.0003
1,36,5.508687973022461,0.0003
1,37,4.933423042297363,0.0003
1,38,4.399229049682617,0.0003
1,39,6.261500835418701,0.0003
1,40,5.065036773681641,0.0003
1,41,5.308078289031982,0.0003
1,42,5.809867858886719,0.0003
1,43,6.213570594787598,0.0003
1,44,3.8934860229492188,0.0003
2,1,4.497807025909424,0.0003
2,2,6.240857124328613,0.0003
2,3,4.221438884735107,0.0003
2,4,3.964526653289795,0.0003
2,5,4.4952311515808105,0.0003
2,6,4.166411399841309,0.0003
2,7,4.898168087005615,0.0003
2,8,5.533553600311279,0.0003
2,9,3.452695846557617,0.0003
2,10,6.576732635498047,0.0003
2,11,4.243721961975098,0.0003
2,12,5.012608528137207,0.0003
2,13,4.892744064331055,0.0003
2,14,5.126026153564453,0.0003
2,15,3.9182891845703125,0.0003
2,16,5.614029407501221,0.0003
2,17,4.434798240661621,0.0003
2,18,4.691283702850342,0.0003
2,19,4.518159866333008,0.0003
2,20,4.828851222991943,0.0003
2,21,3.2429580688476562,0.0003
2,22,4.877114295959473,0.0003
2,23,5.126157760620117,0.0003
2,24,5.071239948272705,0.0003
2,25,4.74322509765625,0.0003
2,26,3.4615395069122314,0.0003
2,27,4.8028154373168945,0.0003
2,28,5.888036251068115,0.0003
2,29,6.312609672546387,0.0003
2,30,4.822290420532227,0.0003
2,31,7.948688507080078,0.0003
2,32,4.155473709106445,0.0003
2,33,7.201987266540527,0.0003
2,34,4.637312889099121,0.0003
2,35,5.0774126052856445,0.0003
2,36,4.225244045257568,0.0003
2,37,5.195895195007324,0.0003
2,38,6.016845226287842,0.0003
2,39,4.150305271148682,0.0003
2,40,4.181369781494141,0.0003
2,41,5.494858264923096,0.0003
2,42,5.320223808288574,0.0003
2,43,4.288894176483154,0.0003
2,44,3.704749584197998,0.0003
3,1,5.168401718139648,0.0003
3,2,4.016101837158203,0.0003
3,3,4.163130760192871,0.0003
3,4,4.037195205688477,0.0003
3,5,5.929560661315918,0.0003
3,6,4.808898448944092,0.0003
3,7,3.319614887237549,0.0003
3,8,5.783280849456787,0.0003
3,9,5.820441246032715,0.0003
3,10,4.762363433837891,0.0003
3,11,3.100856304168701,0.0003
3,12,2.652230978012085,0.0003
3,13,4.158443927764893,0.0003
3,14,3.558300018310547,0.0003
3,15,4.669930458068848,0.0003
3,16,4.61177921295166,0.0003
3,17,5.494040012359619,0.0003
3,18,5.24026346206665,0.0003
3,19,5.76645040512085,0.0003
3,20,4.568406105041504,0.0003
3,21,4.222431659698486,0.0003
3,22,4.524465560913086,0.0003
3,23,4.564320087432861,0.0003
3,24,4.0597429275512695,0.0003
3,25,4.235724925994873,0.0003
3,26,3.4638824462890625,0.0003
3,27,3.723963737487793,0.0003
3,28,4.838492393493652,0.0003
3,29,4.455893516540527,0.0003
3,30,4.227293014526367,0.0003
3,31,4.742011070251465,0.0003
3,32,4.265023231506348,0.0003
3,33,4.559219837188721,0.0003
3,34,4.079312801361084,0.0003
3,35,4.770333290100098,0.0003
3,36,3.653411626815796,0.0003
3,37,4.253730297088623,0.0003
3,38,3.958890914916992,0.0003
3,39,6.381678581237793,0.0003
3,40,3.6969079971313477,0.0003
3,41,4.077303409576416,0.0003
3,42,4.185434818267822,0.0003
3,43,3.1848480701446533,0.0003
3,44,3.196164846420288,0.0003
4,1,5.2716803550720215,0.0003
4,2,4.849625110626221,0.0003
4,3,4.2616353034973145,0.0003
4,4,5.324057579040527,0.0003
4,5,5.315121650695801,0.0003
4,6,2.7879629135131836,0.0003
4,7,5.384823799133301,0.0003
4,8,4.468684673309326,0.0003
4,9,4.865787982940674,0.0003
4,10,3.6003215312957764,0.0003
4,11,5.061348915100098,0.0003
4,12,3.838038444519043,0.0003
4,13,3.1251463890075684,0.0003
4,14,3.570765972137451,0.0003
4,15,4.581015586853027,0.0003
4,16,3.272878885269165,0.0003
4,17,3.1285128593444824,0.0003
4,18,4.304749011993408,0.0003
4,19,4.579419136047363,0.0003
4,20,3.1514463424682617,0.0003
4,21,5.848472595214844,0.0003
4,22,5.774968147277832,0.0003
4,23,4.193410396575928,0.0003
4,24,4.99049186706543,0.0003
4,25,5.459017276763916,0.0003
4,26,4.32451057434082,0.0003
4,27,5.213333606719971,0.0003
4,28,4.2591471672058105,0.0003
4,29,5.794961452484131,0.0003
4,30,6.047796249389648,0.0003
4,31,4.666527271270752,0.0003
4,32,4.668492794036865,0.0003
4,33,3.2727274894714355,0.0003
4,34,4.7975873947143555,0.0003
4,35,4.396623611450195,0.0003
4,36,3.6409947872161865,0.0003
4,37,4.315752983093262,0.0003
4,38,4.857356548309326,0.0003
4,39,5.482817649841309,0.0003
4,40,5.420271873474121,0.0003
4,41,3.780933141708374,0.0003
4,42,5.05406379699707,0.0003
4,43,4.180471420288086,0.0003
4,44,3.0814011096954346,0.0003
5,1,4.696033954620361,0.0003
5,2,4.126611709594727,0.0003
5,3,4.149782657623291,0.0003
5,4,3.2395129203796387,0.0003
5,5,4.584617614746094,0.0003
5,6,4.011734962463379,0.0003
5,7,5.250007629394531,0.0003
5,8,5.229842185974121,0.0003
5,9,3.2549149990081787,0.0003
5,10,4.3355326652526855,0.0003
5,11,4.151710510253906,0.0003
5,12,4.455537796020508,0.0003
5,13,3.458484649658203,0.0003
5,14,4.082491874694824,0.0003
5,15,3.32601261138916,0.0003
5,16,4.441883563995361,0.0003
5,17,4.303249835968018,0.0003
5,18,4.596821308135986,0.0003
5,19,4.044680118560791,0.0003
5,20,5.281038284301758,0.0003
5,21,4.661678314208984,0.0003
5,22,4.646644115447998,0.0003
5,23,4.211723327636719,0.0003
5,24,4.143482208251953,0.0003
5,25,4.797026634216309,0.0003
5,26,5.5866379737854,0.0003
5,27,4.168825626373291,0.0003
5,28,4.5630717277526855,0.0003
5,29,5.205004692077637,0.0003
5,30,4.523312568664551,0.0003
5,31,3.325345039367676,0.0003
5,32,4.712932586669922,0.0003
5,33,5.00921106338501,0.0003
5,34,4.3347487449646,0.0003
5,35,4.835383892059326,0.0003
5,36,3.2600178718566895,0.0003
5,37,4.074318885803223,0.0003
5,38,4.6639275550842285,0.0003
5,39,4.709129810333252,0.0003
5,40,5.977643013000488,0.0003
5,41,4.270663261413574,0.0003
5,42,3.5717010498046875,0.0003
5,43,2.91787052154541,0.0003
5,44,2.440363645553589,0.0003
6,1,5.091339588165283,0.0003
6,2,4.207211017608643,0.0003
6,3,4.643180847167969,0.0003
6,4,3.316843032836914,0.0003
6,5,4.307673931121826,0.0003
6,6,4.46598482131958,0.0003
6,7,4.023745536804199,0.0003
6,8,4.375971794128418,0.0003
6,9,4.454122543334961,0.0003
6,10,3.784780979156494,0.0003
6,11,3.370537519454956,0.0003
6,12,4.319972515106201,0.0003
6,13,5.192066669464111,0.0003
6,14,3.944218635559082,0.0003
6,15,2.9803295135498047,0.0003
6,16,2.398895263671875,0.0003
6,17,3.501828193664551,0.0003
6,18,4.531148433685303,0.0003
6,19,3.660348653793335,0.0003
6,20,4.062610626220703,0.0003
6,21,3.4566922187805176,0.0003
6,22,3.2574610710144043,0.0003
6,23,4.8545074462890625,0.0003
6,24,4.589585304260254,0.0003
6,25,4.620050430297852,0.0003
6,26,3.942117691040039,0.0003
6,27,3.5194437503814697,0.0003
6,28,3.1213877201080322,0.0003
6,29,5.162624359130859,0.0003
6,30,4.591556072235107,0.0003
6,31,5.797868251800537,0.0003
6,32,4.239263534545898,0.0003
6,33,5.580333232879639,0.0003
6,34,3.871767044067383,0.0003
6,35,4.860382556915283,0.0003
6,36,5.01455020904541,0.0003
6,37,4.085932731628418,0.0003
6,38,4.435381889343262,0.0003
6,39,5.289834499359131,0.0003
6,40,4.974773406982422,0.0003
6,41,3.1586625576019287,0.0003
6,42,3.908708095550537,0.0003
6,43,3.4777379035949707,0.0003
6,44,2.3285717964172363,0.0003
7,1,4.374347686767578,0.0003
7,2,3.9302785396575928,0.0003
7,3,3.0351972579956055,0.0003
7,4,4.3129730224609375,0.0003
7,5,3.8132781982421875,0.0003
7,6,4.5664167404174805,0.0003
7,7,2.83791184425354,0.0003
7,8,2.8954434394836426,0.0003
7,9,2.917550563812256,0.0003
7,10,3.0496346950531006,0.0003
7,11,4.498652458190918,0.0003
7,12,4.508544921875,0.0003
7,13,3.7590370178222656,0.0003
7,14,3.955200672149658,0.0003
7,15,5.42390775680542,0.0003
7,16,4.189074993133545,0.0003
7,17,4.0549845695495605,0.0003
7,18,4.254578590393066,0.0003
7,19,4.413898944854736,0.0003
7,20,3.2117908000946045,0.0003
7,21,5.113269805908203,0.0003
7,22,3.8856000900268555,0.0003
7,23,5.018834114074707,0.0003
7,24,3.8516736030578613,0.0003
7,25,4.881505489349365,0.0003
7,26,2.4763684272766113,0.0003
7,27,4.588684558868408,0.0003
7,28,3.6641721725463867,0.0003
7,29,4.393522262573242,0.0003
7,30,4.0188493728637695,0.0003
7,31,4.033588409423828,0.0003
7,32,4.0513505935668945,0.0003
7,33,4.241082668304443,0.0003
7,34,3.4022698402404785,0.0003
7,35,2.3505499362945557,0.0003
7,36,4.410549640655518,0.0003
7,37,6.474050521850586,0.0003
7,38,3.9139723777770996,0.0003
7,39,3.778182029724121,0.0003
7,40,5.623134136199951,0.0003
7,41,4.827636241912842,0.0003
7,42,5.672894477844238,0.0003
7,43,3.931706190109253,0.0003
7,44,3.9562649726867676,0.0003
8,1,4.28706693649292,0.0003
8,2,3.7366955280303955,0.0003
8,3,2.967749834060669,0.0003
8,4,4.16525936126709,0.0003
8,5,4.754714012145996,0.0003
8,6,3.0263583660125732,0.0003
8,7,3.8097217082977295,0.0003
8,8,4.125321388244629,0.0003
8,9,4.605803489685059,0.0003
8,10,3.9072508811950684,0.0003
8,11,3.3900067806243896,0.0003
8,12,4.475693702697754,0.0003
8,13,3.064479351043701,0.0003
8,14,4.202892303466797,0.0003
8,15,4.268064975738525,0.0003
8,16,3.2399721145629883,0.0003
8,17,4.304771900177002,0.0003
8,18,4.922529220581055,0.0003
8,19,2.7094266414642334,0.0003
8,20,4.688354015350342,0.0003
8,21,4.455948829650879,0.0003
8,22,4.0240044593811035,0.0003
8,23,4.036134719848633,0.0003
8,24,4.7238850593566895,0.0003
8,25,3.92702579498291,0.0003
8,26,2.9696052074432373,0.0003
8,27,3.8888278007507324,0.0003
8,28,4.5173773765563965,0.0003
8,29,3.681164503097534,0.0003
8,30,3.8147339820861816,0.0003
8,31,4.25341796875,0.0003
8,32,4.07919979095459,0.0003
8,33,3.2164974212646484,0.0003
8,34,4.510975360870361,0.0003
8,35,4.2645158767700195,0.0003
8,36,3.2619287967681885,0.0003
8,37,3.987924098968506,0.0003
8,38,4.8450140953063965,0.0003
8,39,5.456732749938965,0.0003
8,40,3.8729686737060547,0.0003
8,41,3.516040563583374,0.0003
8,42,5.32470703125,0.0003
8,43,3.5162887573242188,0.0003
8,44,2.604504108428955,0.0003
9,1,4.669819355010986,0.0003
9,2,2.6344287395477295,0.0003
9,3,3.4430627822875977,0.0003
9,4,3.4742531776428223,0.0003
9,5,3.3674991130828857,0.0003
9,6,3.977773666381836,0.0003
9,7,4.837177276611328,0.0003
9,8,3.7011847496032715,0.0003
9,9,2.9987053871154785,0.0003
9,10,4.055157661437988,0.0003
9,11,4.148009300231934,0.0003
9,12,4.174404144287109,0.0003
9,13,4.141197681427002,0.0003
9,14,5.721456527709961,0.0003
9,15,4.355158805847168,0.0003
9,16,5.440158843994141,0.0003
9,17,3.4841396808624268,0.0003
9,18,3.2526865005493164,0.0003
9,19,5.0901336669921875,0.0003
9,20,4.257731914520264,0.0003
9,21,3.9790186882019043,0.0003
9,22,4.033063888549805,0.0003
9,23,3.3188109397888184,0.0003
9,24,4.650946617126465,0.0003
9,25,3.858065128326416,0.0003
9,26,3.847562551498413,0.0003
9,27,3.360551118850708,0.0003
9,28,4.176851749420166,0.0003
9,29,3.864223003387451,0.0003
9,30,3.8616280555725098,0.0003
9,31,3.1543123722076416,0.0003
9,32,3.5637567043304443,0.0003
9,33,3.8333096504211426,0.0003
9,34,2.4792075157165527,0.0003
9,35,4.538686752319336,0.0003
9,36,3.448960781097412,0.0003
9,37,4.430912017822266,0.0003
9,38,3.2650504112243652,0.0003
9,39,3.403599977493286,0.0003
9,40,4.222010135650635,0.0003
9,41,3.494810104370117,0.0003
9,42,3.642820358276367,0.0003
9,43,3.2824108600616455,0.0003
9,44,1.9125018119812012,0.0003
10,1,3.74387526512146,0.0003
10,2,3.5451231002807617,0.0003
10,3,3.8028862476348877,0.0003
10,4,4.34083366394043,0.0003
10,5,2.5714197158813477,0.0003
10,6,4.861787796020508,0.0003
10,7,4.154985427856445,0.0003
10,8,4.283753871917725,0.0003
10,9,4.988540172576904,0.0003
10,10,4.3636908531188965,0.0003
10,11,4.1581315994262695,0.0003
10,12,3.1408751010894775,0.0003
10,13,4.0255279541015625,0.0003
10,14,4.320720672607422,0.0003
10,15,3.714600086212158,0.0003
10,16,3.7872939109802246,0.0003
10,17,2.6001780033111572,0.0003
10,18,2.5783965587615967,0.0003
10,19,3.9536049365997314,0.0003
10,20,3.346052646636963,0.0003
10,21,3.0293397903442383,0.0003
10,22,3.8391895294189453,0.0003
10,23,3.7761945724487305,0.0003
10,24,4.323978900909424,0.0003
10,25,2.9277429580688477,0.0003
10,26,2.7912824153900146,0.0003
10,27,4.328142166137695,0.0003
10,28,3.2229723930358887,0.0003
10,29,4.30645751953125,0.0003
10,30,4.506934642791748,0.0003
10,31,4.369764804840088,0.0003
10,32,3.4123804569244385,0.0003
10,33,3.827134132385254,0.0003
10,34,3.8865699768066406,0.0003
10,35,4.001574516296387,0.0003
10,36,4.657166004180908,0.0003
10,37,4.115123271942139,0.0003
10,38,4.710053443908691,0.0003
10,39,3.0089075565338135,0.0003
10,40,3.6805474758148193,0.0003
10,41,2.5799643993377686,0.0003
10,42,4.056259632110596,0.0003
10,43,3.771122932434082,0.0003
10,44,2.6749775409698486,0.0003
11,1,3.5291619300842285,0.0003
11,2,2.8800408840179443,0.0003
11,3,4.020597457885742,0.0003
11,4,3.0244288444519043,0.0003
11,5,3.4938817024230957,0.0003
11,6,4.828176498413086,0.0003
11,7,3.526384115219116,0.0003
11,8,4.615428924560547,0.0003
11,9,4.183589935302734,0.0003
11,10,3.2087502479553223,0.0003
11,11,3.3733184337615967,0.0003
11,12,5.55220890045166,0.0003
11,13,3.7745423316955566,0.0003
11,14,3.4809443950653076,0.0003
11,15,3.6255221366882324,0.0003
11,16,2.9677391052246094,0.0003
11,17,3.6039772033691406,0.0003
11,18,3.231820583343506,0.0003
11,19,4.022717475891113,0.0003
11,20,3.2653071880340576,0.0003
11,21,4.064765930175781,0.0003
11,22,5.515261173248291,0.0003
11,23,3.3881561756134033,0.0003
11,24,4.540921211242676,0.0003
11,25,3.5790576934814453,0.0003
11,26,3.2459449768066406,0.0003
11,27,3.3038089275360107,0.0003
11,28,2.7255234718322754,0.0003
11,29,2.6145823001861572,0.0003
11,30,3.3365118503570557,0.0003
11,31,4.478826999664307,0.0003
11,32,3.6762285232543945,0.0003
11,33,3.041865348815918,0.0003
11,34,3.692996025085449,0.0003
11,35,4.060571193695068,0.0003
11,36,3.9964439868927,0.0003
11,37,4.578595161437988,0.0003
11,38,3.663757801055908,0.0003
11,39,3.136110305786133,0.0003
11,40,5.3119378089904785,0.0003
11,41,3.1982617378234863,0.0003
11,42,1.84178626537323,0.0003
11,43,2.8937461376190186,0.0003
11,44,2.735504388809204,0.0003
12,1,4.786124229431152,0.0003
12,2,4.704314708709717,0.0003
12,3,3.7999427318573,0.0003
12,4,3.8577797412872314,0.0003
12,5,4.040891647338867,0.0003
12,6,4.7705793380737305,0.0003
12,7,2.2785282135009766,0.0003
12,8,4.341261863708496,0.0003
12,9,3.513845682144165,0.0003
12,10,4.089884281158447,0.0003
12,11,2.6811296939849854,0.0003
12,12,4.401130676269531,0.0003
12,13,2.318133592605591,0.0003
12,14,2.4859602451324463,0.0003
12,15,3.4021902084350586,0.0003
12,16,4.0150346755981445,0.0003
12,17,2.720907211303711,0.0003
12,18,4.357001304626465,0.0003
12,19,3.2377381324768066,0.0003
12,20,2.645747184753418,0.0003
12,21,3.521928310394287,0.0003
12,22,3.244328498840332,0.0003
12,23,5.639496803283691,0.0003
12,24,3.5218076705932617,0.0003
12,25,3.2515766620635986,0.0003
12,26,3.0619277954101562,0.0003
12,27,4.256920337677002,0.0003
12,28,2.7753350734710693,0.0003
12,29,2.646291732788086,0.0003
12,30,3.1506218910217285,0.0003
12,31,3.6201424598693848,0.0003
12,32,2.8148033618927,0.0003
12,33,3.758068323135376,0.0003
12,34,3.779622793197632,0.0003
12,35,4.744584560394287,0.0003
12,36,3.760528087615967,0.0003
12,37,3.6579737663269043,0.0003
12,38,4.13943338394165,0.0003
12,39,3.249021053314209,0.0003
12,40,3.2452704906463623,0.0003
12,41,4.241023063659668,0.0003
12,42,4.012752532958984,0.0003
12,43,2.83073353767395,0.0003
12,44,3.4413857460021973,0.0003
13,1,4.148190498352051,0.0003
13,2,3.0530147552490234,0.0003
13,3,3.099369764328003,0.0003
13,4,3.4842958450317383,0.0003
13,5,2.8474438190460205,0.0003
13,6,3.967461585998535,0.0003
13,7,4.084972381591797,0.0003
13,8,2.7487192153930664,0.0003
13,9,3.7720725536346436,0.0003
13,10,3.7846126556396484,0.0003
13,11,3.4755547046661377,0.0003
13,12,4.211408615112305,0.0003
13,13,3.769583225250244,0.0003
13,14,3.2897090911865234,0.0003
13,15,5.506906986236572,0.0003
13,16,3.2006664276123047,0.0003
13,17,3.675729274749756,0.0003
13,18,2.9437379837036133,0.0003
13,19,3.0831682682037354,0.0003
13,20,2.7807767391204834,0.0003
13,21,3.606255054473877,0.0003
13,22,5.304322719573975,0.0003
13,23,2.989968776702881,0.0003
13,24,4.811028957366943,0.0003
13,25,3.798255443572998,0.0003
13,26,3.6648595333099365,0.0003
13,27,3.445998191833496,0.0003
13,28,3.3959693908691406,0.0003
13,29,3.5336780548095703,0.0003
13,30,2.7443764209747314,0.0003
13,31,3.2111496925354004,0.0003
13,32,2.8188893795013428,0.0003
13,33,3.768395185470581,0.0003
13,34,3.5753679275512695,0.0003
13,35,2.89856219291687,0.0003
13,36,2.6921327114105225,0.0003
13,37,3.2373859882354736,0.0003
13,38,3.6708593368530273,0.0003
13,39,3.2919318675994873,0.0003
13,40,2.747469186782837,0.0003
13,41,3.8659512996673584,0.0003
13,42,3.7854883670806885,0.0003
13,43,3.3432693481445312,0.0003
13,44,2.7377214431762695,0.0003
14,1,3.0623559951782227,0.0003
14,2,2.936234474182129,0.0003
14,3,4.0378546714782715,0.0003
14,4,2.669330596923828,0.0003
14,5,4.824792385101318,0.0003
14,6,4.639702320098877,0.0003
14,7,4.073411464691162,0.0003
14,8,3.960109233856201,0.0003
14,9,4.510584831237793,0.0003
14,10,3.354055404663086,0.0003
14,11,4.568681240081787,0.0003
14,12,3.510714054107666,0.0003
14,13,2.8063273429870605,0.0003
14,14,3.54136323928833,0.0003
14,15,3.705495834350586,0.0003
14,16,4.286478519439697,0.0003
14,17,3.458549737930298,0.0003
14,18,3.2713074684143066,0.0003
14,19,4.347230911254883,0.0003
14,20,2.7019968032836914,0.0003
14,21,4.464778900146484,0.0003
14,22,3.6812620162963867,0.0003
14,23,4.143277168273926,0.0003
14,24,3.7514872550964355,0.0003
14,25,3.9741764068603516,0.0003
14,26,4.095680236816406,0.0003
14,27,2.817523956298828,0.0003
14,28,3.3445568084716797,0.0003
14,29,2.2628684043884277,0.0003
14,30,3.1407723426818848,0.0003
14,31,2.8836898803710938,0.0003
14,32,3.4876515865325928,0.0003
14,33,2.6264772415161133,0.0003
14,34,3.992161273956299,0.0003
14,35,3.479130506515503,0.0003
14,36,3.8964438438415527,0.0003
14,37,2.695112943649292,0.0003
14,38,3.8182339668273926,0.0003
14,39,3.796670913696289,0.0003
14,40,3.8141231536865234,0.0003
14,41,4.020746231079102,0.0003
14,42,3.7812182903289795,0.0003
14,43,2.5402324199676514,0.0003
14,44,2.1485722064971924,0.0003
15,1,2.425340175628662,0.0003
15,2,2.9100639820098877,0.0003
15,3,4.093894958496094,0.0003
15,4,4.9698357582092285,0.0003
15,5,2.80489182472229,0.0003
15,6,3.150651454925537,0.0003
15,7,3.781407356262207,0.0003
15,8,3.5405333042144775,0.0003
15,9,3.6283674240112305,0.0003
15,10,4.917564392089844,0.0003
15,11,3.3155577182769775,0.0003
15,12,3.9445061683654785,0.0003
15,13,3.5132699012756348,0.0003
15,14,3.366020679473877,0.0003
15,15,4.4980645179748535,0.0003
15,16,3.7085251808166504,0.0003
15,17,3.64603590965271,0.0003
15,18,2.879962682723999,0.0003
15,19,4.2125749588012695,0.0003
15,20,3.9194161891937256,0.0003
15,21,3.320347785949707,0.0003
15,22,3.0512428283691406,0.0003
15,23,2.4698562622070312,0.0003
15,24,3.5477986335754395,0.0003
15,25,2.666757106781006,0.0003
15,26,3.0894665718078613,0.0003
15,27,2.787034273147583,0.0003
15,28,2.890141487121582,0.0003
15,29,3.8298468589782715,0.0003
15,30,2.976975917816162,0.0003
15,31,4.625748634338379,0.0003
15,32,3.1693129539489746,0.0003
15,33,4.523332118988037,0.0003
15,34,4.47809362411499,0.0003
15,35,2.8933167457580566,0.0003
15,36,3.9352874755859375,0.0003
15,37,3.7532830238342285,0.0003
15,38,4.604998588562012,0.0003
15,39,3.6342968940734863,0.0003
15,40,3.4661567211151123,0.0003
15,41,3.720135450363159,0.0003
15,42,3.784243106842041,0.0003
15,43,3.2460544109344482,0.0003
15,44,2.427013874053955,0.0003
16,1,3.343770742416382,0.0003
16,2,3.5267741680145264,0.0003
16,3,3.647428035736084,0.0003
16,4,3.4632787704467773,0.0003
16,5,2.6530566215515137,0.0003
16,6,3.167147636413574,0.0003
16,7,3.5162277221679688,0.0003
16,8,3.911545991897583,0.0003
16,9,3.482604503631592,0.0003
16,10,3.9369618892669678,0.0003
16,11,2.434138774871826,0.0003
16,12,3.7318472862243652,0.0003
16,13,3.3302817344665527,0.0003
16,14,2.837465286254883,0.0003
16,15,3.7426607608795166,0.0003
16,16,4.010479927062988,0.0003
16,17,3.4864633083343506,0.0003
16,18,2.279045343399048,0.0003
16,19,4.745511054992676,0.0003
16,20,3.723379373550415,0.0003
16,21,3.7305545806884766,0.0003
16,22,2.469536066055298,0.0003
16,23,3.959876298904419,0.0003
16,24,3.8366212844848633,0.0003
16,25,4.102580547332764,0.0003
16,26,3.29818058013916,0.0003
16,27,4.221302509307861,0.0003
16,28,3.637535572052002,0.0003
16,29,3.1058804988861084,0.0003
16,30,2.307013750076294,0.0003
16,31,4.401745796203613,0.0003
16,32,2.857656955718994,0.0003
16,33,3.462291717529297,0.0003
16,34,3.282273292541504,0.0003
16,35,3.4264049530029297,0.0003
16,36,2.842690944671631,0.0003
16,37,3.0557022094726562,0.0003
16,38,3.5245814323425293,0.0003
16,39,3.469147205352783,0.0003
16,40,3.806044101715088,0.0003
16,41,3.4322075843811035,0.0003
16,42,4.092954158782959,0.0003
16,43,3.0167152881622314,0.0003
16,44,2.3633875846862793,0.0003
17,1,4.37575626373291,0.0003
17,2,4.771943092346191,0.0003
17,3,3.3621668815612793,0.0003
17,4,3.276148796081543,0.0003
17,5,3.335690498352051,0.0003
17,6,3.2604920864105225,0.0003
17,7,3.883485794067383,0.0003
17,8,3.1714940071105957,0.0003
17,9,3.19419264793396,0.0003
17,10,2.316039562225342,0.0003
17,11,3.2433903217315674,0.0003
17,12,4.5179057121276855,0.0003
17,13,4.054718494415283,0.0003
17,14,2.853292942047119,0.0003
17,15,3.014566659927368,0.0003
17,16,4.028026103973389,0.0003
17,17,3.1867125034332275,0.0003
17,18,4.33632230758667,0.0003
17,19,3.805741548538208,0.0003
17,20,3.575899839401245,0.0003
17,21,2.9190571308135986,0.0003
17,22,3.565645933151245,0.0003
17,23,3.0283308029174805,0.0003
17,24,3.141649007797241,0.0003
17,25,3.929131269454956,0.0003
